age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,predicted_pd,expected_loss,decision,risk_bucket,interest_rate_model
19,Employed,0.4,15000,593,0.8,4,1594,1,1,0,Personal Loan,Education,24700,15.25,0.106,1.647,0.549,0,0.12746695,1416.7951141297817,1,"(0.0578, 0.202]",0.123040184
43,Employed,8.6,56648,723,21.9,4033,27703,0,0,0,Personal Loan,Personal,64500,10.51,0.489,1.139,0.38,1,0.67665106,19639.79703336954,0,"(0.604, 0.77]",0.4937395
41,Employed,8.5,44070,615,8.7,116949,21415,0,1,0,Personal Loan,Home Improvement,41000,14.17,0.486,0.93,0.31,1,0.4057434,7485.965551435947,0,"(0.372, 0.604]",0.3108768
45,Employed,20.1,78632,727,8.5,3549,20245,0,0,0,Personal Loan,Personal,100000,9.56,0.257,1.272,0.424,1,0.82519376,37133.71932506561,0,"(0.77, 0.839]",0.59400576
30,Employed,4.9,68914,590,10.4,4793,24389,1,2,2,Personal Loan,Education,100000,15.97,0.354,1.451,0.484,0,0.18821934,8469.870239496231,1,"(0.0578, 0.202]",0.16404805
36,Employed,7.0,42526,622,7.9,1938,15834,0,0,0,Personal Loan,Business,13800,14.61,0.372,0.325,0.108,0,0.5339761,3315.9914445877075,0,"(0.372, 0.604]",0.39743385
43,Employed,3.2,23083,708,9.4,263,12462,0,1,0,Personal Loan,Business,24500,10.25,0.54,1.061,0.354,0,0.27659315,3049.439464509487,1,"(0.202, 0.372]",0.22370037
47,Employed,18.4,52008,651,20.9,4065,4497,0,0,0,Personal Loan,Debt Consolidation,68000,11.86,0.086,1.307,0.436,1,0.7608508,23282.034087181095,0,"(0.604, 0.77]",0.55057424
43,Employed,2.6,34741,727,10.5,4838,21166,0,0,0,Personal Loan,Home Improvement,27000,11.38,0.609,0.777,0.259,0,0.2022104,2456.856317818165,1,"(0.202, 0.372]",0.17349201
42,Employed,7.4,46418,719,4.4,200,7824,0,1,0,Personal Loan,Personal,69000,9.82,0.169,1.486,0.495,1,0.73405164,22792.303571105007,0,"(0.604, 0.77]",0.5324848
45,Employed,6.4,29114,693,16.8,932,11519,0,2,0,Personal Loan,Medical,54800,11.55,0.396,1.882,0.627,0,0.6536178,16118.214930295946,0,"(0.604, 0.77]",0.478192
30,Employed,3.8,43760,636,3.0,377,8680,0,0,0,Personal Loan,Home Improvement,49800,13.6,0.198,1.138,0.379,0,0.36750013,8235.67783176899,1,"(0.202, 0.372]",0.28506258
28,Employed,0.7,49414,627,5.0,952,8177,0,3,0,Personal Loan,Business,4000,13.75,0.165,0.081,0.027,0,0.45101017,811.8183016777039,0,"(0.372, 0.604]",0.34143186
31,Employed,12.2,58834,585,3.6,677,13827,1,2,0,Personal Loan,Personal,17600,16.85,0.235,0.299,0.1,0,0.14337707,1135.5463600158691,1,"(0.0578, 0.202]",0.13377953
29,Employed,7.2,63410,659,6.9,1651,8067,0,2,0,Personal Loan,Personal,3900,11.38,0.127,0.062,0.021,1,0.751218,1318.3876267075539,0,"(0.604, 0.77]",0.54407215
51,Employed,5.3,33935,612,28.1,3747,17888,1,3,0,Personal Loan,Education,59800,14.58,0.527,1.762,0.587,0,0.18265317,4915.196907073259,1,"(0.0578, 0.202]",0.1602909
48,Employed,9.5,42873,688,28.2,25073,2932,0,0,0,Personal Loan,Education,72000,11.81,0.068,1.679,0.56,1,0.7846652,25423.15335273743,0,"(0.77, 0.839]",0.566649
40,Student,2.0,15000,580,4.8,356,3883,0,0,0,Personal Loan,Home Improvement,11300,15.11,0.259,0.753,0.251,0,0.16360444,831.9285687804223,1,"(0.0578, 0.202]",0.147433
18,Self-Employed,1.0,56316,639,0.3,57,11198,0,1,0,Personal Loan,Debt Consolidation,78500,13.69,0.199,1.394,0.465,0,0.27120185,9580.205315351486,1,"(0.202, 0.372]",0.22006124
42,Self-Employed,12.6,23384,692,20.8,9146,4440,0,0,0,Personal Loan,Personal,5500,12.01,0.19,0.235,0.078,1,0.80590355,1994.6112960577013,0,"(0.77, 0.839]",0.5809849
50,Self-Employed,9.8,61045,707,3.6,1724,6374,0,0,0,Personal Loan,Education,11500,9.81,0.104,0.188,0.063,1,0.7894393,4085.3484839200974,0,"(0.77, 0.839]",0.5698715
34,Employed,6.2,59991,667,7.0,624,21373,0,0,0,Personal Loan,Business,100000,11.82,0.356,1.667,0.556,1,0.7676478,34544.15112733841,0,"(0.604, 0.77]",0.55516225
49,Employed,4.8,58221,678,12.1,1236,38702,0,0,0,Personal Loan,Personal,41600,12.78,0.665,0.715,0.238,0,0.22786228,4265.581948757172,1,"(0.202, 0.372]",0.19080704
18,Employed,0.0,27270,676,0.7,203,10930,0,0,1,Personal Loan,Personal,24800,11.17,0.401,0.909,0.303,0,0.57238644,6387.83271074295,0,"(0.372, 0.604]",0.42336085
37,Employed,3.3,42798,684,7.2,991,21854,0,0,0,Personal Loan,Medical,49500,11.85,0.511,1.157,0.386,0,0.20749582,4621.969468519092,1,"(0.202, 0.372]",0.17705968
51,Employed,1.3,136535,780,0.7,369,39666,0,0,0,Personal Loan,Medical,89900,9.4,0.291,0.658,0.219,1,0.7155804,28948.80523592234,0,"(0.604, 0.77]",0.5200168
37,Employed,11.6,71532,555,3.2,614,1369,1,1,0,Personal Loan,Education,52500,16.48,0.019,0.734,0.245,0,0.20847933,4925.324169918895,1,"(0.202, 0.372]",0.17772356
42,Employed,16.6,45519,656,8.2,1298,6093,0,0,0,Personal Loan,Personal,43500,12.06,0.134,0.956,0.319,1,0.80590355,15775.562068820002,0,"(0.77, 0.839]",0.5809849
18,Self-Employed,1.0,53848,605,0.9,18,4018,0,1,0,Personal Loan,Medical,26600,14.91,0.075,0.494,0.165,0,0.39897594,4775.7419845461845,1,"(0.372, 0.604]",0.30630875
21,Employed,2.1,45907,498,0.1,17,1203,0,0,0,Personal Loan,Debt Consolidation,62500,16.71,0.026,1.361,0.454,0,0.12857625,3616.2069998681545,1,"(0.0578, 0.202]",0.12378897
40,Employed,9.5,48274,678,21.1,4061,26406,0,0,0,Personal Loan,Education,19500,12.78,0.547,0.404,0.135,1,0.25932112,2275.5428574979305,1,"(0.202, 0.372]",0.21204175
41,Employed,10.4,95994,689,6.3,42192,35885,0,0,0,Personal Loan,Personal,11500,11.48,0.374,0.12,0.04,1,0.7633946,3950.5670249462128,0,"(0.604, 0.77]",0.55229133
18,Self-Employed,1.0,87323,592,1.2,151,11826,0,1,1,Personal Loan,Personal,100000,16.6,0.135,1.145,0.382,0,0.09512925,4280.816316604614,1,"(0.0578, 0.202]",0.10121224
31,Employed,0.6,21373,649,0.5,2,4600,0,1,0,Personal Loan,Medical,10900,13.14,0.215,0.51,0.17,0,0.39546698,1939.765553176403,1,"(0.372, 0.604]",0.3039402
69,Employed,28.0,49085,732,22.0,270,12785,0,0,0,Personal Loan,Home Improvement,6000,9.58,0.26,0.122,0.041,1,0.8384834,2263.9051616191864,0,"(0.77, 0.839]",0.60297626
34,Self-Employed,1.7,55324,588,15.8,3480,6796,0,0,0,Personal Loan,Medical,42400,15.29,0.123,0.766,0.255,0,0.21988033,4195.316650271416,1,"(0.202, 0.372]",0.18541922
36,Employed,4.9,17497,597,13.6,792,5500,0,0,0,Personal Loan,Personal,11600,15.8,0.314,0.663,0.221,0,0.27557066,1438.47884953022,1,"(0.202, 0.372]",0.22301018
37,Employed,18.3,33720,631,12.1,397,8783,0,3,0,Personal Loan,Debt Consolidation,31200,13.09,0.26,0.925,0.308,0,0.5277915,7410.1926612854,0,"(0.372, 0.604]",0.39325926
18,Employed,0.0,24487,687,0.6,33,2724,0,0,0,Personal Loan,Personal,34000,11.73,0.111,1.388,0.463,0,0.5337207,8165.926283597946,0,"(0.372, 0.604]",0.39726144
24,Employed,4.3,59513,698,2.8,112,37310,0,1,0,Personal Loan,Medical,63400,12.0,0.627,1.065,0.355,0,0.1610163,4593.79504814744,1,"(0.0578, 0.202]",0.145686
18,Employed,0.0,33219,550,0.3,51,5420,0,0,1,Personal Loan,Personal,35500,16.05,0.163,1.069,0.356,0,0.09755425,1558.429168537259,1,"(0.0578, 0.202]",0.10284912
45,Employed,18.5,38459,688,8.0,2793,8725,0,0,0,Personal Loan,Debt Consolidation,31300,11.22,0.227,0.814,0.271,0,0.8010372,11282.608854174614,0,"(0.77, 0.839]",0.5777001
36,Employed,12.2,117661,706,1.0,374,14297,0,0,0,Personal Loan,Home Improvement,100000,9.55,0.122,0.85,0.283,1,0.77478504,34865.32688140869,0,"(0.77, 0.839]",0.55997986
29,Student,0.9,38789,596,8.8,1083,6107,0,0,1,Personal Loan,Personal,37800,16.97,0.157,0.975,0.325,0,0.2072783,3525.803820937872,1,"(0.202, 0.372]",0.17691284
45,Self-Employed,6.1,33776,694,24.1,366,3964,0,0,0,Personal Loan,Personal,52600,12.06,0.117,1.557,0.519,1,0.7730994,18299.26332950592,0,"(0.77, 0.839]",0.5588421
39,Employed,10.8,40732,664,6.9,56,1947,0,0,0,Personal Loan,Education,49300,11.86,0.048,1.21,0.403,1,0.7810379,17327.32640326023,0,"(0.77, 0.839]",0.5642006
22,Employed,2.2,60932,714,1.4,102,21149,0,0,0,Personal Loan,Medical,73500,10.77,0.347,1.206,0.402,1,0.71572685,23672.665643692017,0,"(0.604, 0.77]",0.5201156
36,Student,1.9,29653,713,13.8,278,14622,0,0,0,Personal Loan,Medical,51900,10.49,0.493,1.75,0.583,1,0.614978,14362.811550199986,0,"(0.604, 0.77]",0.45211017
26,Student,1.8,15000,548,0.9,17,5863,0,1,1,Personal Loan,Business,1900,15.29,0.391,0.127,0.042,0,0.16769709,143.3810093253851,1,"(0.0578, 0.202]",0.15019554
20,Student,1.8,15000,569,0.9,31,7708,0,1,0,Personal Loan,Debt Consolidation,19600,16.27,0.514,1.307,0.436,0,0.075176075,663.0529823899269,1,"(0.0578, 0.202]",0.08774385
24,Student,0.2,27929,600,4.3,364,9969,0,1,0,Personal Loan,Education,12000,13.61,0.357,0.43,0.143,1,0.47026327,2539.421671628952,0,"(0.372, 0.604]",0.3544277
35,Student,1.2,19084,744,3.8,98,4836,0,0,0,Personal Loan,Medical,29800,10.04,0.253,1.562,0.521,1,0.6584765,8830.169488191605,0,"(0.604, 0.77]",0.48147163
47,Self-Employed,19.7,98492,652,2.4,848,9692,0,0,0,Personal Loan,Business,25900,11.87,0.098,0.263,0.088,1,0.7174125,8361.442358493805,0,"(0.604, 0.77]",0.5212534
21,Employed,0.7,18342,583,1.7,218,4292,0,2,0,Personal Loan,Personal,11300,15.42,0.234,0.616,0.205,0,0.12204394,620.5934219062328,1,"(0.0578, 0.202]",0.119379655
46,Employed,20.3,27507,506,5.1,70,8275,0,2,0,Personal Loan,Medical,7400,15.51,0.301,0.269,0.09,0,0.2131661,709.8431222140789,1,"(0.202, 0.372]",0.18088712
28,Self-Employed,4.5,22031,609,0.2,36,1463,0,1,0,Personal Loan,Personal,32500,13.82,0.066,1.475,0.492,0,0.35346586,5169.4381311535835,1,"(0.202, 0.372]",0.27558944
32,Employed,2.9,59183,554,6.2,538,4674,0,2,0,Personal Loan,Home Improvement,8900,15.81,0.079,0.15,0.05,0,0.24387556,976.7216303944588,1,"(0.202, 0.372]",0.20161599
40,Employed,15.4,38159,659,10.4,873,4040,0,1,0,Personal Loan,Personal,30000,11.26,0.106,0.786,0.262,1,0.8043194,10858.311653137207,0,"(0.77, 0.839]",0.5799156
47,Employed,13.5,32036,706,16.9,1584,5198,0,0,0,Personal Loan,Business,55600,11.36,0.162,1.736,0.579,1,0.82519376,20646.34794473648,0,"(0.77, 0.839]",0.59400576
44,Student,0.5,37229,680,9.3,2593,1102,0,0,0,Personal Loan,Debt Consolidation,37500,12.68,0.03,1.007,0.336,0,0.6987181,11790.867447853088,0,"(0.604, 0.77]",0.5086347
36,Student,1.1,35801,566,0.8,44,3372,0,0,0,Personal Loan,Medical,65800,15.03,0.094,1.838,0.613,0,0.09945402,2944.833619371057,1,"(0.0578, 0.202]",0.10413146
50,Employed,4.2,87195,700,28.6,11225,18164,0,0,0,Personal Loan,Business,100000,9.66,0.208,1.147,0.382,1,0.82519376,37133.71932506561,0,"(0.77, 0.839]",0.59400576
44,Employed,14.8,53846,647,24.5,5835,34072,0,0,0,Personal Loan,Business,63100,13.55,0.633,1.172,0.391,0,0.23864539,6776.335839852691,1,"(0.202, 0.372]",0.19808564
18,Student,0.7,39118,634,2.0,2412,1593,0,0,0,Personal Loan,Debt Consolidation,1200,13.16,0.041,0.031,0.01,0,0.42164624,227.6889681816101,0,"(0.372, 0.604]",0.32161123
39,Student,2.0,20554,637,18.8,1521,1064,0,1,0,Personal Loan,Business,35900,14.45,0.052,1.747,0.582,1,0.48736307,7873.350399881601,0,"(0.372, 0.604]",0.36597008
28,Self-Employed,1.7,94925,679,8.0,7080,6108,0,0,0,Personal Loan,Home Improvement,100000,11.92,0.064,1.053,0.351,1,0.704385,31697.324216365814,0,"(0.604, 0.77]",0.5124599
28,Self-Employed,6.0,61592,558,8.9,8479,13889,1,1,1,Personal Loan,Home Improvement,100000,16.07,0.226,1.624,0.541,0,0.1855073,8347.828388214111,1,"(0.0578, 0.202]",0.16221742
19,Employed,0.7,19538,694,1.5,214,4608,0,0,0,Personal Loan,Medical,32400,11.17,0.236,1.658,0.553,0,0.5337207,7781.647399663925,0,"(0.372, 0.604]",0.39726144
46,Employed,17.8,19093,702,6.7,1662,1899,0,0,0,Personal Loan,Personal,7200,10.68,0.099,0.377,0.126,1,0.8369549,2711.733849048615,0,"(0.77, 0.839]",0.6019445
45,Employed,20.9,132494,613,9.0,10887,41754,0,0,0,Personal Loan,Home Improvement,100000,13.53,0.315,0.755,0.252,1,0.6065328,27293.976545333866,0,"(0.604, 0.77]",0.44640964
48,Employed,11.5,120866,680,24.1,16161,41391,0,0,0,Personal Loan,Personal,100000,12.58,0.342,0.827,0.276,1,0.80590355,36265.65992832184,0,"(0.77, 0.839]",0.5809849
34,Employed,1.5,22408,695,9.3,458,2222,0,0,0,Personal Loan,Personal,1000,11.16,0.099,0.045,0.015,1,0.780001,351.00044310092926,0,"(0.77, 0.839]",0.56350064
38,Employed,11.7,77871,661,13.5,782,7344,0,0,0,Personal Loan,Home Improvement,35500,12.85,0.094,0.456,0.152,1,0.80590355,12874.309274554254,0,"(0.77, 0.839]",0.5809849
41,Self-Employed,8.5,76282,759,23.0,3710,7980,0,1,0,Personal Loan,Personal,51300,8.45,0.105,0.673,0.224,1,0.8371115,19324.718356132507,0,"(0.77, 0.839]",0.60205024
37,Self-Employed,2.1,41638,608,18.1,632,14419,0,0,0,Personal Loan,Personal,17700,14.48,0.346,0.425,0.142,1,0.5999086,4778.271921873093,0,"(0.372, 0.604]",0.44193828
25,Employed,2.9,16803,679,0.8,374,808,0,0,0,Personal Loan,Education,5100,11.5,0.048,0.304,0.101,1,0.7344624,1685.5911630392075,0,"(0.604, 0.77]",0.53276205
36,Employed,15.8,45528,671,5.4,921,26830,0,0,1,Personal Loan,Personal,1600,12.3,0.589,0.035,0.012,0,0.21824262,157.13468313217163,1,"(0.202, 0.372]",0.18431376
20,Employed,0.5,57196,727,1.6,99,20509,0,0,1,Personal Loan,Debt Consolidation,75600,9.62,0.359,1.322,0.441,0,0.64407206,21911.331338882446,0,"(0.604, 0.77]",0.47174862
43,Employed,10.7,23081,580,1.8,262,11824,0,1,0,Personal Loan,Home Improvement,46000,16.72,0.512,1.993,0.664,0,0.087252915,1806.1353385448458,1,"(0.0578, 0.202]",0.095895715
24,Employed,4.9,43852,613,0.2,193,10061,0,1,0,Personal Loan,Home Improvement,79300,13.19,0.229,1.808,0.603,0,0.35346586,12613.429040014744,1,"(0.202, 0.372]",0.27558944
18,Self-Employed,1.0,55984,656,1.7,48,20803,0,0,0,Personal Loan,Debt Consolidation,86900,11.42,0.372,1.552,0.517,0,0.49196047,19238.114019334316,0,"(0.372, 0.604]",0.3690733
36,Self-Employed,9.5,37781,658,0.5,79,10045,0,0,0,Personal Loan,Personal,68400,12.89,0.266,1.81,0.603,1,0.62709683,19302.040482759476,0,"(0.604, 0.77]",0.46029037
28,Self-Employed,3.7,85179,574,4.3,15328,29173,0,0,0,Personal Loan,Business,36600,15.77,0.342,0.43,0.143,0,0.19169915,3157.2849547863007,1,"(0.0578, 0.202]",0.16639692
25,Employed,4.3,36980,576,0.9,60,12387,0,0,0,Personal Loan,Medical,62600,16.19,0.335,1.693,0.564,0,0.13495918,3801.79999306798,1,"(0.0578, 0.202]",0.12809744
26,Employed,8.0,34290,665,7.0,730,4065,0,0,0,Personal Loan,Business,40600,11.74,0.119,1.184,0.395,1,0.7676478,14024.925357699396,0,"(0.604, 0.77]",0.55516225
42,Employed,15.7,31527,717,10.8,555,15750,1,1,0,Personal Loan,Home Improvement,49300,11.48,0.5,1.564,0.521,0,0.13473853,2989.1743920743465,1,"(0.0578, 0.202]",0.12794851
32,Self-Employed,3.1,107633,633,2.9,12238,31565,0,0,0,Personal Loan,Debt Consolidation,100000,14.06,0.293,0.929,0.31,0,0.46379775,20870.89866399765,0,"(0.372, 0.604]",0.35006347
42,Self-Employed,11.4,185730,677,23.1,21315,120428,0,0,0,Personal Loan,Home Improvement,92000,12.54,0.648,0.495,0.165,0,0.22786228,9433.498540520668,1,"(0.202, 0.372]",0.19080704
18,Employed,0.0,44742,722,1.0,21,9151,0,1,0,Personal Loan,Medical,61200,11.29,0.205,1.368,0.456,0,0.63766104,17561.18503689766,0,"(0.604, 0.77]",0.46742117
25,Employed,5.8,15000,551,6.6,655,7771,0,2,1,Personal Loan,Personal,20300,16.8,0.518,1.353,0.451,0,0.09265607,846.4131857827306,1,"(0.0578, 0.202]",0.09954284
25,Employed,2.8,52249,541,1.3,264,3345,0,0,0,Personal Loan,Education,100000,15.15,0.064,1.914,0.638,0,0.17461999,7857.899442315102,1,"(0.0578, 0.202]",0.15486848
56,Self-Employed,27.6,54988,572,17.4,1049,13262,0,1,0,Personal Loan,Personal,84900,16.97,0.241,1.544,0.515,0,0.2432467,9293.240339308977,1,"(0.202, 0.372]",0.20119153
44,Employed,7.1,83017,769,18.0,2199,20518,0,0,0,Personal Loan,Business,100000,9.77,0.247,1.205,0.402,1,0.82519376,37133.71932506561,0,"(0.77, 0.839]",0.59400576
52,Employed,2.3,28122,677,13.4,854,4675,0,0,0,Personal Loan,Debt Consolidation,17400,12.5,0.166,0.619,0.206,1,0.80045164,6267.53631234169,0,"(0.77, 0.839]",0.57730484
18,Employed,0.0,30671,644,1.3,27,5721,0,0,0,Personal Loan,Personal,47000,14.12,0.187,1.532,0.511,0,0.27674243,5853.10236364603,1,"(0.202, 0.372]",0.22380114
40,Student,0.9,23051,614,3.7,35,6145,0,0,0,Personal Loan,Personal,11200,13.25,0.267,0.486,0.162,1,0.42121813,2122.939360141754,0,"(0.372, 0.604]",0.32132223
41,Employed,16.4,17687,637,2.6,5,6210,0,0,0,Personal Loan,Medical,22100,13.49,0.351,1.25,0.417,1,0.36750013,3654.788756668568,1,"(0.202, 0.372]",0.28506258
32,Self-Employed,9.9,50355,650,8.4,301,9591,0,0,0,Personal Loan,Personal,52700,12.59,0.19,1.047,0.349,1,0.7608508,18043.576417565346,0,"(0.604, 0.77]",0.55057424
20,Employed,1.7,46348,565,1.2,71,11771,0,0,0,Personal Loan,Personal,76200,16.4,0.254,1.644,0.548,0,0.10187163,3493.1782626360655,1,"(0.0578, 0.202]",0.10576335
20,Employed,1.8,22616,624,0.5,986,5233,0,0,0,Personal Loan,Home Improvement,17100,14.38,0.231,0.756,0.252,0,0.39051256,3004.9941171705723,1,"(0.372, 0.604]",0.30059597
26,Student,0.1,18923,630,0.3,7,3981,0,1,0,Personal Loan,Business,17400,14.59,0.21,0.92,0.307,0,0.36201403,2834.5698192715645,1,"(0.202, 0.372]",0.28135946
42,Employed,2.8,76812,643,5.5,20579,21219,0,1,0,Personal Loan,Business,10600,13.6,0.276,0.138,0.046,1,0.57241803,2730.4340225458145,0,"(0.372, 0.604]",0.42338216
18,Employed,0.0,45845,613,0.5,298,19832,0,0,0,Personal Loan,Education,53600,14.19,0.433,1.169,0.39,0,0.26147392,6306.751044988632,1,"(0.202, 0.372]",0.2134949
18,Student,1.2,26422,593,0.6,17,10908,0,3,0,Personal Loan,Home Improvement,4700,16.68,0.413,0.178,0.059,0,0.15507892,327.9919110238552,1,"(0.0578, 0.202]",0.14167827
49,Employed,7.9,41101,615,9.2,3305,10232,0,0,0,Personal Loan,Personal,77700,14.49,0.249,1.89,0.63,1,0.5444973,19038.348483145237,0,"(0.372, 0.604]",0.40453568
32,Employed,8.8,63010,567,1.2,179,39604,0,0,0,Personal Loan,Home Improvement,61800,17.0,0.629,0.981,0.327,0,0.10427203,2899.805162474513,1,"(0.0578, 0.202]",0.107383616
41,Student,0.3,15000,629,1.5,6,7893,0,1,0,Personal Loan,Personal,20100,13.99,0.526,1.34,0.447,0,0.16594169,1500.9425447881224,1,"(0.0578, 0.202]",0.14901063
32,Self-Employed,8.0,43200,621,7.9,250,19137,0,0,0,Personal Loan,Debt Consolidation,59000,13.44,0.443,1.366,0.455,0,0.34474108,9152.875573933125,1,"(0.202, 0.372]",0.26970023
22,Employed,2.7,23557,613,0.7,99,14614,0,0,0,Personal Loan,Personal,9000,13.67,0.62,0.382,0.127,0,0.26421496,1070.0705990195274,1,"(0.202, 0.372]",0.2153451
18,Employed,0.0,29224,544,1.2,196,3609,0,0,1,Personal Loan,Education,40500,16.04,0.123,1.386,0.462,0,0.13484514,2457.552632689476,1,"(0.0578, 0.202]",0.12802047
32,Employed,7.6,62084,607,2.7,288,35126,0,0,0,Personal Loan,Home Improvement,29400,13.98,0.566,0.474,0.158,0,0.26654837,3526.4348736405377,1,"(0.202, 0.372]",0.21692014
40,Employed,11.5,100494,731,13.9,394,8808,0,0,0,Personal Loan,Personal,100000,10.72,0.088,0.995,0.332,1,0.8341731,37537.78874874115,0,"(0.77, 0.839]",0.6000668
41,Employed,17.1,72990,671,18.6,841,35027,0,0,0,Personal Loan,Medical,29300,12.57,0.48,0.401,0.134,1,0.6458023,8514.903576672077,0,"(0.604, 0.77]",0.47291654
42,Employed,0.2,39604,636,9.9,470,7325,0,1,0,Personal Loan,Home Improvement,72200,13.78,0.185,1.823,0.608,0,0.44612762,14494.686481654644,0,"(0.372, 0.604]",0.33813614
53,Employed,33.0,86087,690,26.4,7832,9382,0,0,1,Personal Loan,Personal,100000,12.85,0.109,1.162,0.387,1,0.7730994,34789.47401046753,0,"(0.77, 0.839]",0.5588421
26,Self-Employed,3.4,78895,639,0.3,7,43236,0,0,0,Personal Loan,Education,100000,13.39,0.548,1.268,0.423,0,0.2236615,10064.767375588417,1,"(0.202, 0.372]",0.1879715
24,Employed,4.6,34269,615,3.6,585,19037,0,1,0,Personal Loan,Medical,61200,14.0,0.556,1.786,0.595,0,0.18542203,5106.522790789604,1,"(0.0578, 0.202]",0.16215988
30,Self-Employed,5.5,56538,686,4.8,9373,22821,0,0,0,Personal Loan,Business,6900,12.82,0.404,0.122,0.041,1,0.67244214,2087.9328390955925,0,"(0.604, 0.77]",0.49089843
44,Self-Employed,5.9,71582,665,11.7,4025,12566,0,1,0,Personal Loan,Debt Consolidation,34300,11.76,0.176,0.479,0.16,1,0.8043194,12414.66965675354,0,"(0.77, 0.839]",0.5799156
23,Employed,4.8,41524,679,4.9,235,6050,0,1,0,Personal Loan,Education,21000,11.21,0.146,0.506,0.169,1,0.74978703,7085.487458109856,0,"(0.604, 0.77]",0.54310626
45,Self-Employed,16.0,125314,672,21.3,3050,40876,0,0,0,Personal Loan,Debt Consolidation,96800,12.54,0.326,0.772,0.257,1,0.80590355,35105.15881061554,0,"(0.77, 0.839]",0.5809849
27,Self-Employed,3.5,122706,566,1.2,628,74737,1,2,1,Personal Loan,Education,65200,15.12,0.609,0.531,0.177,0,0.12198736,3579.109075963497,1,"(0.0578, 0.202]",0.11934146
36,Employed,6.0,59745,682,1.3,22,12418,0,0,0,Personal Loan,Personal,51600,12.84,0.208,0.864,0.288,1,0.7113312,16517.110201120377,0,"(0.604, 0.77]",0.51714855
25,Employed,5.4,40595,665,4.2,6756,9361,0,0,0,Personal Loan,Home Improvement,50000,11.07,0.231,1.232,0.411,0,0.63696367,14331.682473421099,0,"(0.604, 0.77]",0.46695048
29,Self-Employed,4.3,61333,696,2.2,411,11668,0,0,1,Personal Loan,Personal,43400,11.24,0.19,0.708,0.236,1,0.7199645,14060.906767845154,0,"(0.604, 0.77]",0.52297604
22,Employed,0.2,19825,585,0.8,219,3387,0,1,1,Personal Loan,Personal,12100,15.93,0.171,0.61,0.203,0,0.13114235,714.0700851380825,1,"(0.0578, 0.202]",0.1255211
35,Employed,10.2,18245,633,13.0,844,7850,0,0,0,Personal Loan,Home Improvement,13300,13.08,0.43,0.729,0.243,0,0.50928426,3048.0662834644318,0,"(0.372, 0.604]",0.38076687
42,Self-Employed,13.7,26909,691,12.7,2413,10245,0,0,0,Personal Loan,Home Improvement,43800,12.54,0.381,1.628,0.543,1,0.73023385,14392.909145951271,0,"(0.604, 0.77]",0.5299078
44,Employed,1.7,24332,521,5.5,3135,2221,0,1,0,Personal Loan,Debt Consolidation,30700,16.74,0.091,1.262,0.421,0,0.16909179,2336.0030914843087,1,"(0.0578, 0.202]",0.15113696
52,Employed,12.1,104881,767,11.0,3993,8486,0,1,0,Personal Loan,Home Improvement,3300,8.42,0.081,0.031,0.01,1,0.8371115,1243.1105375289917,0,"(0.77, 0.839]",0.60205024
32,Employed,9.9,24921,573,5.7,34,7388,0,1,0,Personal Loan,Personal,5400,15.59,0.296,0.217,0.072,1,0.28349254,688.8868609070778,1,"(0.202, 0.372]",0.22835746
30,Employed,4.4,26449,502,4.3,341,16413,0,0,0,Personal Loan,Medical,48200,15.11,0.621,1.822,0.607,0,0.0836898,1815.231792256236,1,"(0.0578, 0.202]",0.093490615
45,Employed,11.5,38765,626,11.0,2064,3471,1,1,0,Personal Loan,Education,33400,13.54,0.09,0.862,0.287,0,0.553491,8318.969675302505,0,"(0.372, 0.604]",0.4106064
40,Employed,6.7,155503,687,3.7,402,37338,0,0,0,Personal Loan,Personal,100000,12.44,0.24,0.643,0.214,1,0.7199645,32398.40269088745,0,"(0.604, 0.77]",0.52297604
18,Employed,0.0,47673,651,0.6,188,10056,0,1,0,Personal Loan,Debt Consolidation,17300,12.65,0.211,0.363,0.121,0,0.64988226,5059.333370625973,0,"(0.604, 0.77]",0.47567052
60,Employed,19.5,104173,672,2.8,2473,19396,0,1,0,Personal Loan,Education,93000,11.48,0.186,0.893,0.298,1,0.7300097,30550.904899835587,0,"(0.604, 0.77]",0.52975655
44,Employed,3.0,111194,701,15.0,6190,6946,0,0,0,Personal Loan,Business,100000,11.34,0.062,0.899,0.3,1,0.8367261,37652.675807476044,0,"(0.77, 0.839]",0.60179013
37,Student,1.8,15000,679,3.8,393,2436,0,0,0,Personal Loan,Personal,16700,12.46,0.162,1.113,0.371,0,0.55857986,4197.7276638150215,0,"(0.372, 0.604]",0.4140414
51,Employed,27.9,115133,670,5.6,90,61354,0,0,0,Personal Loan,Personal,78800,11.82,0.533,0.684,0.228,0,0.23528108,8343.067097067833,1,"(0.202, 0.372]",0.19581473
18,Employed,0.0,26658,629,1.6,193,10158,0,0,0,Personal Loan,Business,5300,14.33,0.381,0.199,0.066,1,0.37510905,894.6350763738155,1,"(0.372, 0.604]",0.29019862
25,Student,2.0,15000,661,3.6,23,1008,1,0,0,Personal Loan,Home Improvement,1000,12.97,0.067,0.067,0.022,0,0.51479435,231.65745735168457,0,"(0.372, 0.604]",0.38448617
